epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
70,74.844,0.28045,0.33055,0.83891,0.9979,1,0.995,0.995,0.16786,0.20149,0.68233,0.0006338,0.0006338,0.0006338
71,75.8542,0.32193,0.35041,0.84924,0.99789,1,0.995,0.995,0.19341,0.21003,0.68346,0.000614,0.000614,0.000614
72,76.8733,0.27206,0.32827,0.82723,0.99783,1,0.995,0.995,0.18606,0.21086,0.68282,0.0005942,0.0005942,0.0005942
73,77.891,0.28715,0.33009,0.84883,0.99778,1,0.995,0.995,0.17272,0.21284,0.67997,0.0005744,0.0005744,0.0005744
74,78.9274,0.26453,0.31817,0.82865,0.99776,1,0.995,0.995,0.16348,0.20143,0.68051,0.0005546,0.0005546,0.0005546
75,79.9551,0.28219,0.32331,0.84419,0.99777,1,0.995,0.995,0.16417,0.2005,0.68172,0.0005348,0.0005348,0.0005348
76,80.9837,0.25689,0.32035,0.84038,0.99777,1,0.995,0.995,0.15171,0.19478,0.6809,0.000515,0.000515,0.000515
77,82.0011,0.22938,0.29042,0.82141,0.99782,1,0.995,0.995,0.15305,0.19576,0.6811,0.0004952,0.0004952,0.0004952
78,83.016,0.27925,0.32422,0.8691,0.99787,1,0.995,0.995,0.15311,0.1918,0.6801,0.0004754,0.0004754,0.0004754
79,84.0252,0.24398,0.29947,0.84424,0.9979,1,0.995,0.995,0.1534,0.18445,0.68035,0.0004556,0.0004556,0.0004556
80,85.0539,0.25291,0.31561,0.81951,0.9979,1,0.995,0.995,0.15408,0.18101,0.68099,0.0004358,0.0004358,0.0004358
81,86.0663,0.2448,0.29937,0.82823,0.99793,1,0.995,0.995,0.14635,0.17444,0.68031,0.000416,0.000416,0.000416
82,87.0979,0.24055,0.29774,0.83645,0.99791,1,0.995,0.995,0.1516,0.18228,0.68039,0.0003962,0.0003962,0.0003962
83,88.1036,0.27571,0.31119,0.85481,0.99794,1,0.995,0.995,0.1495,0.18174,0.68059,0.0003764,0.0003764,0.0003764
84,89.1305,0.25029,0.29386,0.84089,0.99794,1,0.995,0.995,0.14711,0.17713,0.68156,0.0003566,0.0003566,0.0003566
85,90.1432,0.27351,0.29932,0.83435,0.99791,1,0.995,0.995,0.15559,0.18262,0.68131,0.0003368,0.0003368,0.0003368
86,91.1556,0.23647,0.27798,0.82962,0.99794,1,0.995,0.995,0.1449,0.17346,0.68029,0.000317,0.000317,0.000317
87,92.1867,0.24411,0.29648,0.82832,0.99796,1,0.995,0.9872,0.13909,0.17299,0.67891,0.0002972,0.0002972,0.0002972
88,93.2023,0.23311,0.28268,0.8152,0.99793,1,0.995,0.9872,0.1381,0.1649,0.67851,0.0002774,0.0002774,0.0002774
89,94.2057,0.24466,0.28371,0.84751,0.99793,1,0.995,0.995,0.13933,0.16258,0.67811,0.0002576,0.0002576,0.0002576
90,95.2451,0.24903,0.28113,0.835,0.99796,1,0.995,0.995,0.15332,0.16546,0.67922,0.0002378,0.0002378,0.0002378
91,113.875,0.1582,0.31131,0.78042,0.99796,1,0.995,0.995,0.15518,0.16321,0.67929,0.000218,0.000218,0.000218
92,114.926,0.14467,0.29023,0.7396,0.99796,1,0.995,0.995,0.14574,0.16311,0.67873,0.0001982,0.0001982,0.0001982
93,115.971,0.1335,0.26371,0.76221,0.99792,1,0.995,0.995,0.1377,0.15986,0.67826,0.0001784,0.0001784,0.0001784
94,117.044,0.13923,0.27368,0.76602,0.99793,1,0.995,0.995,0.13249,0.15718,0.67811,0.0001586,0.0001586,0.0001586
95,118.097,0.14864,0.27574,0.76817,0.99793,1,0.995,0.995,0.13475,0.16161,0.67839,0.0001388,0.0001388,0.0001388
96,119.187,0.13925,0.27592,0.77613,0.99793,1,0.995,0.995,0.13416,0.16257,0.67812,0.000119,0.000119,0.000119
97,120.203,0.14393,0.27337,0.76175,0.99795,1,0.995,0.995,0.13622,0.16628,0.67785,9.92e-05,9.92e-05,9.92e-05
98,121.224,0.13772,0.26543,0.76553,0.99791,1,0.995,0.995,0.1358,0.16633,0.67767,7.94e-05,7.94e-05,7.94e-05
99,122.218,0.1377,0.27609,0.7493,0.99791,1,0.995,0.995,0.13391,0.16388,0.67771,5.96e-05,5.96e-05,5.96e-05
100,123.265,0.13548,0.26967,0.76086,0.99793,1,0.995,0.995,0.12824,0.15947,0.67781,3.98e-05,3.98e-05,3.98e-05
