epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
175,268.236,0.48793,0.32647,0.92501,0.99785,1,0.995,0.96015,0.30711,0.23313,0.78108,0.00165548,0.00165548,0.00165548
176,269.745,0.46077,0.3038,0.91925,0.99853,1,0.995,0.95429,0.34203,0.23288,0.78049,0.0016535,0.0016535,0.0016535
177,271.238,0.42813,0.31145,0.91672,0.99861,1,0.995,0.96839,0.32728,0.23423,0.77888,0.00165152,0.00165152,0.00165152
178,272.751,0.44671,0.31323,0.92059,0.99493,1,0.995,0.95522,0.30256,0.35723,0.77592,0.00164954,0.00164954,0.00164954
179,274.238,0.44777,0.31161,0.91733,0.997,1,0.995,0.95592,0.31028,0.77128,0.77297,0.00164756,0.00164756,0.00164756
180,275.733,0.44811,0.31247,0.93246,0.9979,1,0.995,0.97544,0.26691,0.44579,0.76252,0.00164558,0.00164558,0.00164558
181,277.22,0.41935,0.28849,0.91221,0.99843,1,0.995,0.9773,0.28863,0.23761,0.77201,0.0016436,0.0016436,0.0016436
182,278.721,0.414,0.29123,0.91251,0.9986,1,0.995,0.96913,0.29721,0.22929,0.78126,0.00164162,0.00164162,0.00164162
183,280.187,0.42809,0.30428,0.90916,0.9986,1,0.995,0.96156,0.31934,0.24165,0.79288,0.00163964,0.00163964,0.00163964
184,281.706,0.42193,0.29066,0.91255,0.9975,1,0.995,0.97027,0.31995,0.26101,0.79324,0.00163766,0.00163766,0.00163766
185,283.186,0.44426,0.31347,0.92374,0.99682,1,0.995,0.95472,0.30132,0.25956,0.78148,0.00163568,0.00163568,0.00163568
186,284.68,0.41237,0.29711,0.89722,0.9767,1,0.995,0.96662,0.30229,0.46262,0.77446,0.0016337,0.0016337,0.0016337
187,286.157,0.43688,0.29796,0.94056,0.85747,1,0.98336,0.95319,0.29426,0.78377,0.77158,0.00163172,0.00163172,0.00163172
188,287.682,0.47845,0.31764,0.9435,0.87253,1,0.98657,0.93516,0.28718,0.72692,0.76539,0.00162974,0.00162974,0.00162974
